Order_ID,Date,Customer_ID,Product,Quantity,Unit_Price,Revenue,Region,Sales_Rep
ORD000058,2023-05-05,CUST0172,Mouse,1,71.58,71.58,East,REP11
ORD000059,2022-11-05,CUST0033,Keyboard,1,88.95,88.95,South,REP14
ORD000060,2024-05-01,CUST0300,Laptop,1,810.25,810.25,West,REP01
ORD000061,2024-02-19,CUST0200,USB Cable,1,5.15,5.15,East,REP14
ORD000062,2023-03-28,CUST0200,USB Cable,1,10.49,10.49,West,REP11
ORD000063,2022-12-05,CUST0274,Power Supply,4,166.85,667.4,South,REP01
ORD000064,2022-02-25,CUST0094,Desktop,1,1371.3,1371.3,South,REP02
ORD000065,2024-07-20,CUST0216,Headphones,1,154.88,154.88,West,REP09
ORD000066,2022-04-17,CUST0021,Headphones,2,112.96,225.92,North,REP01
ORD000067,2022-02-11,CUST0059,SSD,1,127.05,127.05,South,REP19
ORD000068,2023-06-09,CUST0059,Motherboard,4,271.83,1087.32,Central,REP06
ORD000069,2022-02-22,CUST0102,Case,1,89.91,89.91,West,REP03
ORD000070,2023-05-13,CUST0062,Desktop,9,1436.63,12929.67,East,REP19
ORD000071,2024-05-27,CUST0007,RAM,3,136.35,409.05,Central,REP14
ORD000072,2024-01-12,CUST0223,RAM,1,271.81,271.81,West,REP06
ORD000073,2023-07-08,CUST0239,SSD,1,415.61,415.61,Central,REP14
ORD000074,2023-10-23,CUST0231,Power Supply,4,111.37,445.48,North,REP08
ORD000075,2024-02-16,CUST0014,Headphones,3,40.62,121.86,East,REP12
ORD000076,2023-07-20,CUST0047,Hard Drive,3,52.54,157.62,South,REP14
ORD000077,2024-09-02,CUST0048,RAM,3,225.08,675.24,West,REP10
ORD000078,2023-09-20,CUST0177,RAM,1,191.2,191.2,West,REP14
ORD000079,2023-12-22,CUST0062,Graphics Card,1,789.87,789.87,East,REP07
ORD000080,2023-01-15,CUST0269,Keyboard,1,58.95,58.95,West,REP20
ORD000081,2023-02-02,CUST0274,Mouse,4,41.85,167.4,South,REP05
ORD000082,2023-08-22,CUST0001,Graphics Card,2,1427.32,2854.64,West,REP19
ORD000083,2023-11-29,CUST0245,Monitor,1,777.57,777.57,East,REP04
ORD000084,2022-06-01,CUST0052,SSD,1,336.96,336.96,North,REP19
ORD000085,2023-05-24,CUST0116,Desktop,1,1269.69,1269.69,West,REP17
ORD000086,2023-09-01,CUST0031,Power Supply,1,197.13,197.13,West,REP20
ORD000087,2023-03-02,CUST0012,RAM,3,94.87,284.61,,REP18
ORD000088,2024-07-11,CUST0019,Graphics Card,3,971.95,2915.85,East,REP10
ORD000089,2023-04-24,CUST0102,Case,5,82.33,411.65,Central,REP14
ORD000090,2022-11-02,CUST0011,Case,2,82.5,165.0,South,REP10
ORD000091,2023-08-15,CUST0140,USB Cable,1,8.11,8.11,East,REP17
ORD000092,2022-03-23,CUST0014,Case,3,109.12,327.36,East,REP03
ORD000093,2022-02-12,CUST0090,Motherboard,3,429.59,1288.77,East,REP16
ORD000094,2023-07-24,CUST0252,Monitor,2,798.01,1596.02,West,REP03
ORD000095,2023-10-20,CUST0254,RAM,3,67.2,201.6,South,REP10
ORD000096,2022-03-17,CUST0207,USB Cable,2,7.2,14.4,,REP17
ORD000097,2024-08-04,CUST0256,Webcam,2,51.38,102.76,Central,REP15
ORD000098,2022-09-26,CUST0041,Case,2,86.08,172.16,West,REP20
ORD000099,2023-09-29,CUST0054,Hard Drive,1,53.42,53.42,West,REP04
ORD000100,2022-11-12,CUST0140,USB Cable,1,28.32,28.32,East,REP14
ORD000101,2023-05-15,CUST0039,USB Cable,1,18.78,18.78,West,REP17
ORD000102,2022-05-23,CUST0260,Mouse,3,118.17,354.51,West,REP09
ORD000103,2023-09-04,CUST0229,Power Supply,1,196.73,196.73,West,REP18
ORD000104,2024-02-12,CUST0123,USB Cable,2,28.32,56.64,South,REP19
ORD000105,2024-04-21,CUST0196,Laptop,5,977.26,4886.3,West,REP13
ORD000106,2022-11-08,CUST0170,USB Cable,1,29.12,29.12,South,REP04
ORD000107,2024-12-13,CUST0080,Case,2,113.11,226.22,South,REP03
ORD000108,2023-11-25,CUST0274,SSD,3,364.79,1094.37,North,REP13
ORD000109,2024-09-26,CUST0041,Power Supply,1,185.25,185.25,Central,REP10
ORD000110,2024-06-07,CUST0154,Desktop,1,1512.44,1512.44,North,
ORD000111,2023-08-24,CUST0211,Headphones,1,168.69,168.69,South,REP19
ORD000112,2022-12-25,CUST0124,Desktop,1,1331.39,1331.39,West,REP16
ORD000113,2024-08-02,CUST0239,RAM,6,106.03,636.18,East,REP10
ORD000114,2024-06-23,CUST0218,Headphones,4,395.43,1581.72,East,REP09
ORD000115,2024-02-27,CUST0184,Power Supply,3,170.8,512.4,South,REP19
ORD000116,2022-02-14,CUST0056,Power Supply,5,214.56,1072.8,East,REP02
ORD000117,2023-08-10,CUST0113,Motherboard,4,495.41,1981.64,Central,REP07
ORD000118,2022-10-08,CUST0226,RAM,1,65.26,65.26,North,REP02
ORD000119,2022-07-04,CUST0009,Case,5,87.22,436.1,West,REP18
ORD000120,2024-10-24,CUST0247,Case,2,83.6,167.2,South,REP10
ORD000121,2022-08-24,CUST0116,USB Cable,4,29.07,116.28,South,REP13
ORD000122,2024-01-20,CUST0064,Desktop,5,1548.82,7744.1,North,REP15
ORD000123,2023-06-21,CUST0015,SSD,1,227.65,227.65,East,
ORD000124,2023-11-03,CUST0238,Case,1,137.61,137.61,North,REP10
ORD000125,2022-04-03,CUST0016,Laptop,1,956.55,956.55,West,REP18
ORD000126,2024-05-08,CUST0051,SSD,2,386.6,773.2,South,REP16
ORD000127,2023-07-27,CUST0121,Laptop,4,1535.42,6141.68,South,REP12
ORD000128,2024-01-05,CUST0233,Laptop,4,1097.21,4388.84,South,REP03
ORD000129,2022-02-13,CUST0290,Laptop,1,1680.19,1680.19,South,REP07
ORD000130,2023-03-01,CUST0076,SSD,2,155.02,310.04,South,
ORD000131,2022-10-24,CUST0056,Monitor,2,501.14,1002.28,South,REP01
ORD000132,2023-05-03,CUST0065,SSD,1,202.46,202.46,South,REP14
ORD000133,2024-09-02,CUST0232,USB Cable,1,24.45,24.45,Central,REP17
ORD000134,2024-12-03,CUST0031,Mouse,1,74.13,74.13,North,REP13
ORD000135,2024-06-27,CUST0034,Desktop,6,1679.12,10074.72,East,REP05
ORD000136,2023-10-28,CUST0259,Webcam,1,248.87,248.87,Central,REP20
ORD000137,2022-08-23,CUST0111,Power Supply,2,213.68,427.36,Central,REP14
ORD000138,2023-11-26,CUST0161,Power Supply,3,163.37,490.11,West,REP14
ORD000139,2022-11-09,CUST0006,RAM,1,279.98,279.98,North,REP03
ORD000140,2024-02-03,CUST0288,Motherboard,8,147.66,1181.28,North,REP18
ORD000141,2023-12-26,CUST0027,Power Supply,7,216.34,1514.38,West,REP10
ORD000142,2024-11-05,CUST0056,Keyboard,1,47.85,47.85,West,REP12
ORD000143,2023-07-25,CUST0286,SSD,2,159.51,319.02,West,REP01
ORD000144,2023-07-02,CUST0180,Laptop,1,770.62,770.62,East,REP01
ORD000145,2024-03-31,CUST0034,Desktop,1,770.25,770.25,North,REP07
ORD000146,2022-11-19,CUST0291,Headphones,1,145.31,145.31,East,REP20
ORD000147,2022-11-19,CUST0218,Motherboard,2,401.28,802.56,North,REP16
ORD000148,2023-03-18,CUST0146,Motherboard,2,346.42,692.84,East,REP19
ORD000149,2022-04-04,CUST0014,Keyboard,1,91.15,91.15,Central,REP10
ORD000150,2023-06-08,CUST0221,Mouse,1,55.94,55.94,North,REP06
ORD000151,2023-04-17,CUST0056,Hard Drive,5,189.68,948.4,East,REP02
ORD000152,2022-06-09,CUST0214,Power Supply,1,128.27,128.27,,REP10
ORD000153,2023-10-28,CUST0186,Monitor,1,670.86,670.86,Central,REP03
ORD000154,2024-06-11,CUST0159,SSD,2,236.2,472.4,North,REP11
ORD000155,2022-06-06,CUST0179,Hard Drive,9,208.31,1874.79,Central,REP12
ORD000156,2022-10-30,CUST0039,Keyboard,1,38.5,38.5,East,REP05
ORD000157,2022-12-29,CUST0297,Motherboard,3,406.53,1219.59,West,REP15
ORD000158,2023-10-24,CUST0005,Power Supply,3,292.74,878.22,East,REP16
ORD000159,2023-07-17,CUST0030,SSD,1,84.72,84.72,Central,
ORD000160,2023-08-11,CUST0260,Desktop,3,1373.6,4120.8,North,REP13
ORD000161,2022-03-26,CUST0165,USB Cable,1,27.73,27.73,Central,REP20
ORD000162,2022-05-07,CUST0044,USB Cable,3,7.59,22.77,East,REP17
ORD000163,2024-06-15,CUST0024,USB Cable,3,18.1,54.3,Central,REP10
ORD000164,2022-04-18,CUST0007,Motherboard,2,408.06,816.12,East,REP18
ORD000165,2022-11-04,CUST0159,Headphones,1,60.16,60.16,South,REP13
ORD000166,2022-06-23,CUST0270,Mouse,4,88.25,353.0,East,REP03
ORD000167,2024-01-12,CUST0175,Laptop,1,1043.9,1043.9,South,REP16
ORD000168,2022-11-14,CUST0277,Desktop,1,954.95,954.95,North,
ORD000169,2022-09-26,CUST0045,SSD,1,225.76,225.76,South,REP20
ORD000170,2024-06-15,CUST0146,Laptop,2,1116.29,2232.58,South,REP15
ORD000171,2024-08-18,CUST0293,Case,3,173.62,520.86,East,REP15
ORD000172,2024-02-22,CUST0071,Hard Drive,1,181.86,181.86,South,REP09
ORD000173,2024-01-31,CUST0146,Hard Drive,2,283.57,567.14,Central,REP03
ORD000174,2024-11-17,CUST0114,Monitor,1,690.18,690.18,North,REP15
ORD000175,2024-04-29,CUST0042,Laptop,3,1094.68,3284.04,East,REP12
ORD000176,2022-07-22,CUST0071,Power Supply,1,228.68,228.68,East,REP02
ORD000177,2022-10-12,CUST0041,Motherboard,3,446.88,1340.64,West,REP01
ORD000178,2024-12-16,CUST0063,Webcam,1,63.35,63.35,East,REP02
ORD000179,2024-07-25,CUST0009,Desktop,6,733.03,4398.18,West,REP17
ORD000180,2023-08-20,CUST0214,Webcam,1,40.33,40.33,East,REP06
ORD000181,2024-01-09,CUST0260,Desktop,1,1744.08,1744.08,Central,
ORD000182,2022-03-31,CUST0009,RAM,1,140.59,140.59,East,REP12
ORD000183,2022-08-01,CUST0023,Motherboard,6,382.59,2295.54,East,REP18
ORD000184,2024-08-09,CUST0033,Graphics Card,5,822.09,4110.45,South,
ORD000185,2023-02-13,CUST0279,Case,1,46.7,46.7,East,REP16
ORD000186,2023-01-27,CUST0170,Mouse,3,59.98,179.94,North,REP09
ORD000187,2024-03-30,CUST0096,Graphics Card,4,771.66,3086.64,West,REP16
ORD000188,2024-11-29,CUST0039,Mouse,2,122.16,244.32,West,REP06
ORD000189,2022-06-13,CUST0219,Headphones,2,274.54,549.08,East,REP06
ORD000190,2022-03-28,CUST0223,Graphics Card,1,1331.05,1331.05,East,REP09
ORD000191,2022-04-28,CUST0082,Desktop,1,1405.42,1405.42,West,REP01
ORD000192,2024-06-16,CUST0188,Laptop,5,689.35,3446.75,South,REP12
ORD000193,2022-11-11,CUST0040,RAM,5,156.98,784.9,East,REP19
ORD000194,2023-10-06,CUST0012,RAM,3,112.46,337.38,North,REP16
ORD000195,2022-08-30,CUST0147,Mouse,1,118.5,118.5,West,REP16
ORD000196,2022-06-01,CUST0164,USB Cable,1,9.32,9.32,West,REP12
ORD000197,2023-08-18,CUST0090,Case,3,87.99,263.97,South,REP12
ORD000198,2023-02-16,CUST0036,Motherboard,5,152.22,761.1,West,REP19
ORD000199,2022-09-23,CUST0246,SSD,5,449.07,2245.35,North,REP17
ORD000200,2022-06-01,CUST0265,Monitor,4,782.05,3128.2,North,REP12
ORD000201,2023-01-08,CUST0029,Motherboard,3,582.46,1747.38,West,REP04
ORD000202,2022-11-28,CUST0266,Headphones,1,375.85,375.85,South,REP10
ORD000203,2023-07-17,CUST0258,Monitor,1,556.26,556.26,Central,REP06
ORD000204,2022-12-17,CUST0289,RAM,5,202.36,1011.8,,REP02
ORD000205,2022-04-04,CUST0293,RAM,2,240.47,480.94,East,REP14
ORD000206,2023-08-17,CUST0208,RAM,1,288.73,288.73,West,REP10
ORD000207,2022-11-20,CUST0074,USB Cable,1,15.39,15.39,West,REP11
ORD000208,2023-12-09,CUST0055,Webcam,3,67.46,202.38,East,REP11
ORD000209,2024-07-09,CUST0197,Keyboard,1,45.36,45.36,North,REP20
ORD000210,2022-11-24,CUST0098,Power Supply,1,131.86,131.86,Central,REP06
ORD000211,2024-10-18,CUST0026,Case,2,89.37,178.74,North,REP17
ORD000212,2023-12-24,CUST0241,Laptop,3,575.81,1727.43,West,REP10
ORD000213,2024-06-01,CUST0188,Monitor,3,723.6,2170.8,East,REP02
ORD000214,2023-02-03,CUST0231,Headphones,1,234.69,234.69,North,REP18
ORD000215,2022-09-01,CUST0174,Monitor,3,783.8,2351.4,West,REP18
ORD000216,2023-02-12,CUST0003,SSD,1,284.01,284.01,Central,REP05
ORD000217,2024-11-29,CUST0060,USB Cable,1,8.72,8.72,Central,REP20
ORD000218,2023-09-05,CUST0289,SSD,3,208.0,624.0,,REP10
ORD000219,2023-11-10,CUST0014,RAM,3,68.5,205.5,West,REP20
ORD000220,2023-04-12,CUST0041,Graphics Card,4,266.76,1067.04,West,REP20
ORD000221,2023-05-12,CUST0029,Laptop,3,1358.86,4076.58,North,REP11
ORD000222,2023-02-22,CUST0032,Webcam,2,145.38,290.76,Central,REP05
ORD000223,2024-09-06,CUST0273,Hard Drive,1,144.21,144.21,South,REP11
ORD000224,2023-06-26,CUST0153,SSD,1,273.04,273.04,South,REP08
ORD000225,2023-08-15,CUST0179,Graphics Card,1,469.46,469.46,West,REP18
ORD000226,2023-07-15,CUST0203,Mouse,1,27.06,27.06,Central,REP12
ORD000227,2023-08-18,CUST0227,Laptop,8,931.45,7451.6,North,REP09
ORD000228,2023-07-10,CUST0040,Case,1,129.92,129.92,East,REP19
ORD000229,2024-12-23,CUST0022,Keyboard,5,134.83,674.15,North,REP16
ORD000230,2022-01-11,CUST0244,Hard Drive,2,294.48,588.96,South,REP16
ORD000231,2023-08-12,CUST0046,Headphones,4,135.6,542.4,North,REP19
ORD000232,2022-03-18,CUST0091,Case,2,187.44,374.88,West,REP02
ORD000233,2024-10-11,CUST0005,Monitor,2,758.8,1517.6,East,REP10
ORD000234,2023-11-18,CUST0069,Mouse,2,73.61,147.22,Central,REP17
ORD000235,2022-08-19,CUST0096,Headphones,1,90.12,90.12,West,REP01
ORD000236,2023-01-31,CUST0264,Monitor,3,547.12,1641.36,West,REP11
ORD000237,2023-01-14,CUST0025,Monitor,1,460.35,460.35,South,REP08
ORD000238,2023-11-07,CUST0042,Mouse,1,91.54,91.54,Central,REP12
ORD000239,2022-08-31,CUST0160,USB Cable,3,12.67,38.01,West,REP04
ORD000240,2024-01-23,CUST0233,SSD,1,157.17,157.17,South,REP20
ORD000241,2024-08-22,CUST0042,Motherboard,6,359.51,2157.06,South,REP17
ORD000242,2022-06-09,CUST0259,Case,7,130.27,911.89,North,REP07
ORD000243,2023-11-03,CUST0299,Power Supply,5,180.09,900.45,North,REP16
ORD000244,2022-04-24,CUST0030,USB Cable,1,8.3,8.3,West,REP18
ORD000245,2022-02-14,CUST0297,Webcam,1,93.44,93.44,North,
ORD000246,2022-05-11,CUST0242,Hard Drive,6,298.53,1791.18,North,REP02
ORD000247,2022-10-05,CUST0196,Motherboard,2,413.59,827.18,West,REP15
ORD000248,2024-02-09,CUST0056,Desktop,7,1419.28,9934.96,Central,REP12
ORD000249,2024-03-15,CUST0012,Hard Drive,7,81.84,572.88,South,REP10
ORD000250,2024-05-18,CUST0178,Hard Drive,4,144.82,579.28,South,REP05
ORD000251,2022-08-20,CUST0009,Laptop,1,1714.22,1714.22,West,REP08
ORD000252,2022-03-10,CUST0023,USB Cable,1,19.94,19.94,North,REP13
ORD000253,2022-04-26,CUST0295,Monitor,4,477.53,1910.12,East,REP11
ORD000254,2023-10-19,CUST0267,Keyboard,1,74.32,74.32,South,REP08
ORD000255,2022-12-25,CUST0177,RAM,1,216.48,216.48,Central,REP13
ORD000256,2024-05-02,CUST0035,Webcam,2,71.34,142.68,West,REP16
ORD000257,2022-10-23,CUST0214,Motherboard,6,320.77,1924.62,North,REP18
ORD000258,2023-06-07,CUST0190,Keyboard,3,79.45,238.35,North,REP03
ORD000259,2022-04-16,CUST0038,Mouse,2,62.8,125.6,Central,REP07
ORD000260,2023-03-21,CUST0008,USB Cable,1,10.22,10.22,East,REP07
ORD000261,2022-08-29,CUST0105,Graphics Card,2,1499.44,2998.88,West,REP13
ORD000262,2023-08-03,CUST0185,Webcam,10,137.91,1379.1,East,REP17
ORD000263,2024-08-19,CUST0212,Motherboard,1,516.66,516.66,South,REP02
ORD000264,2022-10-26,CUST0214,Laptop,2,891.16,1782.32,Central,REP10
ORD000265,2024-02-17,CUST0173,SSD,5,426.68,2133.4,West,REP09
ORD000266,2024-10-01,CUST0047,USB Cable,3,9.21,27.63,East,REP18
ORD000267,2022-05-01,CUST0025,Hard Drive,3,58.46,175.38,North,REP01
ORD000268,2023-04-19,CUST0234,Desktop,3,1448.6,4345.8,North,REP12
ORD000269,2024-09-16,CUST0211,RAM,1,166.84,166.84,North,
ORD000270,2023-08-11,CUST0092,Laptop,1,1253.32,1253.32,West,REP04
ORD000271,2023-05-09,CUST0137,Keyboard,4,131.56,526.24,East,REP13
ORD000272,2024-07-29,CUST0042,SSD,4,167.01,668.04,South,REP02
ORD000273,2024-09-01,CUST0055,Laptop,5,1455.12,7275.6,South,REP14
ORD000274,2022-07-15,CUST0291,Case,5,124.51,622.55,North,REP16
ORD000275,2023-07-29,CUST0055,Case,2,126.88,253.76,North,
ORD000276,2022-10-23,CUST0154,Motherboard,2,506.76,1013.52,West,REP06
ORD000277,2024-03-07,CUST0072,RAM,4,273.1,1092.4,East,REP03
ORD000278,2022-04-20,CUST0204,Desktop,3,1124.51,3373.53,North,
ORD000279,2024-07-11,CUST0222,USB Cable,3,10.7,32.1,Central,REP06
ORD000280,2022-06-25,CUST0043,Motherboard,4,401.68,1606.72,South,REP09
ORD000281,2022-11-12,CUST0001,Graphics Card,5,706.51,3532.55,East,REP10
ORD000282,2022-07-29,CUST0285,Monitor,1,206.74,206.74,,REP17
ORD000283,2023-12-26,CUST0198,Hard Drive,1,73.27,73.27,Central,REP01
ORD000284,2022-06-23,CUST0087,Graphics Card,1,1371.48,1371.48,South,REP13
ORD000285,2023-07-04,CUST0216,USB Cable,2,8.65,17.3,South,REP10
ORD000286,2023-05-31,CUST0101,Keyboard,1,149.76,149.76,West,REP15
ORD000287,2024-03-21,CUST0169,Headphones,2,341.4,682.8,West,REP15
ORD000288,2022-10-06,CUST0091,Mouse,2,54.89,109.78,South,REP13
ORD000289,2024-10-02,CUST0202,SSD,1,404.07,404.07,East,REP12
ORD000290,2023-01-04,CUST0237,RAM,2,239.58,479.16,North,REP07
ORD000291,2022-05-22,CUST0072,Power Supply,1,261.95,261.95,West,REP10
ORD000292,2024-05-16,CUST0246,Motherboard,1,276.04,276.04,West,REP19
ORD000293,2024-05-06,CUST0275,Hard Drive,4,59.19,236.76,East,REP20
ORD000294,2023-05-24,CUST0023,RAM,1,212.82,212.82,South,REP19
ORD000295,2024-03-29,CUST0007,Motherboard,1,252.43,252.43,West,REP09
ORD000296,2023-03-29,CUST0257,USB Cable,2,14.35,28.7,,REP05
ORD000297,2022-08-03,CUST0047,Mouse,3,68.24,204.72,North,REP05
ORD000298,2023-02-28,CUST0047,Hard Drive,1,170.73,170.73,West,REP15
ORD000299,2022-08-24,CUST0085,Laptop,2,1773.77,3547.54,North,REP08
ORD000300,2023-11-09,CUST0208,Hard Drive,1,156.59,156.59,West,REP06
ORD000301,2024-03-21,CUST0220,Laptop,1,1606.08,1606.08,South,
ORD000302,2023-07-25,CUST0275,Motherboard,2,445.96,891.92,North,REP06
ORD000303,2022-08-22,CUST0161,Mouse,2,103.9,207.8,West,REP20
ORD000304,2022-08-22,CUST0153,Headphones,3,160.23,480.69,West,REP20
ORD000305,2023-10-04,CUST0045,Desktop,3,886.29,2658.87,North,REP05
ORD000306,2022-10-10,CUST0276,SSD,8,228.83,1830.64,South,REP06
ORD000307,2022-10-15,CUST0184,Monitor,2,354.48,708.96,West,REP01
ORD000308,2024-02-26,CUST0252,Hard Drive,1,176.36,176.36,West,REP14
ORD000309,2022-12-09,CUST0141,Desktop,4,1278.48,5113.92,South,REP08
ORD000310,2024-07-25,CUST0058,SSD,1,386.71,386.71,West,REP19
ORD000311,2024-01-22,CUST0226,Hard Drive,2,255.65,511.3,North,REP18
ORD000312,2023-05-22,CUST0179,Mouse,1,132.47,132.47,North,REP03
ORD000313,2023-05-01,CUST0220,Keyboard,1,165.93,165.93,Central,REP06
ORD000314,2023-02-28,CUST0276,Motherboard,7,110.87,776.09,East,REP06
ORD000315,2023-08-16,CUST0049,SSD,4,177.63,710.52,Central,REP05
ORD000316,2022-05-02,CUST0068,Mouse,3,131.39,394.17,South,REP08
ORD000317,2023-05-22,CUST0296,Motherboard,2,518.65,1037.3,West,REP09
ORD000318,2022-06-04,CUST0143,RAM,1,246.6,246.6,North,REP12
ORD000319,2022-01-06,CUST0235,Power Supply,1,243.53,243.53,North,REP12
ORD000320,2024-03-25,CUST0166,Keyboard,1,194.26,194.26,South,REP10
ORD000321,2024-09-20,CUST0041,Motherboard,2,258.74,517.48,North,
ORD000322,2022-11-20,CUST0068,USB Cable,3,16.41,49.23,West,REP10
ORD000323,2023-07-16,CUST0043,Desktop,3,1385.51,4156.53,East,REP06
ORD000324,2023-04-25,CUST0031,Webcam,1,177.65,177.65,North,REP03
ORD000325,2024-06-30,CUST0217,Laptop,7,512.09,3584.63,East,REP05
ORD000326,2022-07-02,CUST0154,Graphics Card,3,1247.74,3743.22,North,REP05
ORD000327,2022-09-30,CUST0037,RAM,2,298.16,596.32,South,REP01
ORD000328,2023-12-21,CUST0227,Graphics Card,2,476.97,953.94,South,REP07
ORD000329,2022-09-10,CUST0162,SSD,2,381.2,762.4,East,REP05
ORD000330,2023-05-24,CUST0014,Hard Drive,1,200.25,200.25,Central,REP10
ORD000331,2023-01-22,CUST0123,Graphics Card,1,709.28,709.28,North,REP16
ORD000332,2022-05-26,CUST0163,Hard Drive,3,272.18,816.54,North,REP05
ORD000333,2024-05-11,CUST0038,Headphones,1,232.15,232.15,,REP01
ORD000334,2023-03-18,CUST0257,Laptop,1,1883.87,1883.87,West,REP14
ORD000335,2022-11-09,CUST0105,Mouse,1,21.7,21.7,North,REP05
ORD000336,2022-05-16,CUST0006,Mouse,1,107.81,107.81,South,REP14
ORD000337,2022-04-23,CUST0046,Mouse,4,103.25,413.0,South,REP05
ORD000338,2023-12-12,CUST0009,Hard Drive,3,179.31,537.93,East,REP09
ORD000339,2022-03-02,CUST0135,Headphones,2,328.63,657.26,East,REP19
ORD000340,2024-11-12,CUST0011,Headphones,1,50.51,50.51,Central,REP09
ORD000341,2022-08-25,CUST0056,Keyboard,2,153.34,306.68,North,REP01
ORD000342,2024-02-24,CUST0215,Case,2,64.01,128.02,North,REP08
